Book-Title,Author-Name,Description,Level,Image-URL,ISBN,Ratings,Genres
Cloud Computing Bible , Sosinsky,"The complete reference guide to the hot technology of cloud computing Its potential for lowering IT costs makes cloud computing a major force for both IT vendors and users; it is expected to gain momentum rapidly with the launch of Office Web Apps later this year. Because cloud computing involves various technologies, protocols, platforms, and infrastructure elements, this comprehensive reference is just what you need if you?ll be using or implementing cloud computing.",intermediate,"https://m.media-amazon.com/images/I/51sswCH5tcL._SX397_BO1,204,203,200_.jpg",470903562,3.2,Cloud Computing
Cloud Computing Basics: A Non-Technical Introduction, Anders Lisdorf,"Regardless of where your organization is in your cloud journey, moving to the cloud is an inevitability in the coming years. The cloud is here to stay, and now is the best time to identify optimal strategies to harness the benefits and mitigate the risks. Cloud Computing Basics is the practical, accessible entry point you have been seeking.",beginners,"https://m.media-amazon.com/images/I/41xECqdQm1L._SX328_BO1,204,203,200_.jpg",1484269209,4.3,Cloud Computing
Amazon Web Services in Action ,Michael Wittig and Andreas Wittig,"Amazon Web Services in Action introduces you to computing, storing, and networking in the AWS cloud. The book will teach you about the most important services on AWS. You will also learn about best practices regarding security, high availability and scalability.You'll start with a broad overview of cloud computing and AWS and learn how to spin-up servers manually and from the command line. You'll learn how to automate your infrastructure by programmatically calling the AWS API to control every part of AWS. You will be introduced to the concept of Infrastructure as Code with the help of AWS CloudFormation.You will learn about different approaches to deploy applications on AWS. You'll also learn how to secure your infrastructure by isolating networks, controlling traffic and managing access to AWS resources. Next, you'll learn options and techniques for storing your data. You will experience how to integrate AWS services into your own applications by the use of SDKs. Finally, this book teaches you how to design for high availability, fault tolerance, and scalability.",advanced,https://images.manning.com/360/480/resize/book/8/41a04cf-5d27-408a-bbf6-35d45f59df9d/Wittig-Amazon-HI.png,9.78E+12,2.1,Cloud Computing
Cloud Computing: A Practical Approach," Toby Velte, Anthony Velte , Robert Elsenpeter ","Cloud Computing: A Practical Approach provides a comprehensive look at the emerging paradigm of Internet-based enterprise applications and services. This accessible book offers a broad introduction to cloud computing, reviews a wide variety of currently available solutions, and discusses the cost savings and organizational and operational benefits. You'll find details on essential topics, such as hardware, platforms, standards, migration, security, and storage. You'll also learn what other organizations are doing and where they're headed with cloud computing. If your company is considering the move from a traditional network infrastructure to a cutting-edge cloud solution, you need this strategic guide.",beginners,"https://m.media-amazon.com/images/I/51tNRILc+fL._SX402_BO1,204,203,200_.jpg",71626948,5,Cloud Computing
Fundamentals of Data Engineering: Plan and Build Robust Data Systems ," Joe Reis, Matt Housley ","Data engineering has grown rapidly in the past decade, leaving many software engineers, data scientists, and analysts looking for a comprehensive view of this practice. With this practical book, you'll learn how to plan and build systems to serve the needs of your organization and customers by evaluating the best technologies available through the framework of the data engineering lifecycle. Authors Joe Reis and Matt Housley walk you through the data engineering lifecycle and show you how to stitch together a variety of cloud technologies to serve the needs of downstream data consumers. You'll understand how to apply the concepts of data generation, ingestion, orchestration, transformation, storage, and governance that are critical in any data environment regardless of the underlying technology.",intermediate,"https://m.media-amazon.com/images/I/41BCu6h1rWL._SX379_BO1,204,203,200_.jpg",1098108302,5,Cloud Computing
"Learn PowerShell in a Month of Lunches, Fourth Edition: Covers Windows, Linux, and macOS "," Travis Plunk , James Petty , Tyler Leonhardt","Learn PowerShell in a Month of Lunches, Fourth Edition is a task-focused guide for administering your systems using PowerShell. It covers core language features and admin tasks, with each chapter a mini-tutorial you can easily complete in under an hour. Discover how PowerShell works on different operating systems, and start automating tasks so they take just a few seconds to complete. No previous scripting experience required.",advanced,"https://m.media-amazon.com/images/I/41Guqdu2RHL._SX397_BO1,204,203,200_.jpg",1617296961,4.6,Cloud Computing
"Cloud FinOps: Collaborative, Real-Time Cloud Value Decision Making"," J.R. Storment, Mike Fuller ","FinOps brings financial accountability to the variable spend model of cloud. Used by the majority of global enterprises, this management practice has grown from a fringe activity to the de facto discipline managing cloud spend. In this book, authors J.R. Storment and Mike Fuller outline the process of building a culture of cloud FinOps by drawing on real-world successes and failures of large-scale cloud spenders.",advanced,"https://m.media-amazon.com/images/I/41MXIDZZ2aL._SX379_BO1,204,203,200_.jpg",1492098353,3,Cloud Computing
Terraform: Up & Running: Writing Infrastructure as Code, Yevgeniy Brikman,"Terraform has become a key player in the DevOps world for defining, launching, and managing infrastructure as code (IaC) across a variety of cloud and virtualization platforms, including AWS, Google Cloud, Azure, and more. This hands-on third edition, expanded and thoroughly updated for version 1.0 and beyond, shows you the fastest way to get up and running with Terraform.",advanced,"https://m.media-amazon.com/images/I/512CGUiQtCL._SX379_BO1,204,203,200_.jpg",1492046906,4,Cloud Computing
The Kubernetes Book, Nigel Poulton,"Kubernetes helps you deploy and manage containerized applications at scale. It also abstracts the underlying infrastructure so that you don't need to care if you're deploying applications to Amazon Web Services, Microsoft Azure, or your own on-premises datacenter. With Kubernetes, you can develop applications on your laptop, deploy to your favourite cloud platform, migrate to a different cloud platform, and even migrate to your private cloud at your on-premises datacenter.",intermediate,"https://m.media-amazon.com/images/I/41NCL8Hdr5L._SX404_BO1,204,203,200_.jpg",1521823634,4.5,Cloud Computing
Visualizing Google Cloud: 101 Illustrated References for Cloud Engineers and Architects, Priyanka Vergadia,"The Google Cloud Platform incorporates dozens of specialized services that enable organizations to offload technological needs onto the cloud. From routine IT operations like storage to sophisticated new capabilities including artificial intelligence and machine learning, the Google Cloud Platform offers enterprises the opportunity to scale and grow efficiently.",advanced,"https://m.media-amazon.com/images/I/51X3nH3D8eL._SY392_BO1,204,203,200_.jpg",1119816327,4.6,Cloud Computing
